,agent,address,beds,receptions,baths,post_code
5096,Gilson Gray,"2 Pattle Court, North Berwick EH39",2,1,1,EH39
5097,VMH Solicitors,"11/12 Moncrieff Terrace, Marchmont, Edinburgh EH9",2,1,1,EH9
5098,National Property,"London Road, Kilmarnock, East Ayrshire KA3",1,1,1,KA3
5099,Delmor Estate Agents,"Loughborough Road, Kirkcaldy, Fife KY1",2,1,2,KY1
5100,Miller Homes - Highstonehall,"""Urquhart Mid"" at Brora Crescent, Hamilton ML3",3,1,1,ML3
5101,Delmor Estate Agents,"Loughborough Road, Kirkcaldy, Fife KY1",2,1,2,KY1
5102,Barratt Homes - Osprey Heights,"""Dunbar"" at Oldmeldrum Road, Inverurie AB51",4,2,2,AB51
5104,Falkirk Homes Estate Agency,"Kerse Lane, Falkirk FK1",2,1,1,FK1
5105,Property Connections Estate Agency LTD,"Roseburn Place, Flat 27, Edinburgh EH12",1,1,1,EH12
5106,Atrium Estate & Letting Agents,"Oswald Street, Falkirk FK1",1,1,1,FK1
5107,LJ Residential,"7 Murray Court, Annan, Dumfries &amp; Galloway DG12",2,1,1,DG12
5108,Igloo,"Hillhouse Road, Hamilton ML3",4,1,3,ML3
5109,Slater Hogg & Howison - Ayr Sales,"High Street, Ayr, South Ayrshire, Scotland KA7",1,1,1,KA7
5111,Neilsons Solicitors & Estate Agents,"22B Fountain Place, Loanhead EH20",2,1,1,EH20
5112,Connor Malcolm,"1/10 North Werber Place, Edinburgh EH4",2,1,1,EH4
5113,Knight Frank - Edinburgh Sales,"St. Vincent Place, Edinburgh EH3",3,1,3,EH3
5114,Yopa,"Terregles Street, Dumfries DG2",3,1,1,DG2
5115,Yopa,"Mansefield Road, Aberdeen AB11",2,1,1,AB11
5116,Mov8 Real Estate,"Pitt Street, Leith, Edinburgh EH6",2,1,1,EH6
5118,Mov8 Real Estate,"Bruce Street, Morningside, Edinburgh EH10",1,1,1,EH10
5119,Thorntons Law LLP - St. Andrews,"Scholars Gate, St Andrews, Fife KY16",1,1,1,KY16
5120,"Clyde Property, Perth","Brahan Terrace, Perth, Perthshire PH1",2,1,1,PH1
5121,EweMove Sales & Lettings - Aberdeen,"Baillieswells Place, Bieldside, Aberdeen AB15",4,3,2,AB15
5122,"Purplebricks, Head Office","Graham Terrace, Stewarton KA3",1,1,1,KA3
5123,Delmor Estate Agents,"Loughborough Road, Kirkcaldy, Fife KY1",2,1,2,KY1
5124,Cavers & Co,"Ringford, Castle Douglas DG7",3,1,1,DG7
5125,VMH Solicitors,"16/40 Queens Road, Blackhall, Edinburgh EH4",2,1,1,EH4
5126,Scottish Property Centre,"Broxwood Place, Sandbank, Dunoon PA23",3,2,2,PA23
5127,Coulters Stockbridge,"3/4 Thorntreeside, Leith, Edinburgh EH6",2,1,2,EH6
5129,Gilson Gray LLP,"163/14 Slateford Road, Slateford, Edinburgh EH14",1,1,1,EH14
5130,South West Property Centre,"No2 Cottage, High Three Mark, Stoneykirk DG9",2,1,1,DG9
5131,"Purplebricks, Head Office","347 Byres Road, Glasgow G12",3,1,1,G12
5132,Residence,"Plot 1 The Cartland, Clyde Gardens, Garrion Bridge ML9",5,2,4,ML9
5133,Knight Frank - Edinburgh Sales,"Dornoch, Highland IV25",5,2,3,IV25
5134,Gilson Gray LLP,"46/6 North Meggetland, Craiglockhart, Edinburgh EH14",3,1,1,EH14
5135,E2W Property,"Lentran, Inverness IV3",5,1,4,IV3
5137,"Clyde Property, West End","Bothwell Street, Flat 2/11, City Centre, Glasgow G2",2,1,2,G2
5138,Cluny Estate Agents,"High Street, Rothes, Aberlour AB38",3,1,1,AB38
5142,Lindsays,"3F2, Cathcart Place, Dalry, Edinburgh EH11",1,1,1,F2
5143,EweMove Sales & Lettings - Aberdeen,"Cove Court, Cove, Aberdeen AB12",3,2,3,AB12
5145,"Springbok Properties, Nationwide","Little Causeway, Forfar, Angus DD8",2,1,1,DD8
5147,Miller Homes - South Gilmerton Brae,"""Munro Mid Terr"" at Gilmerton Station Road, Edinburgh EH17",3,2,2,EH17
5148,McEwan Fraser Legal,"Craigmillar Park, Newington, Edinburgh EH16",2,1,1,EH16
5149,David Wilson Homes - DWH @ Calderwood,"""Colville"" at East Calder, Livingston EH53",4,3,2,EH53
5151,David Wilson Homes - DWH @ Dargavel Village,"""Dalmally"" at Glenluce Drive, Bishopton PA7",4,2,2,PA7
5152,Yopa,"Bridge Street, Montrose DD10",3,1,1,DD10
5155,Sneddons,"West Main Street, Harthill, Shotts ML7",3,2,1,ML7
5157,Your Move - Dumfries,"Kilness, Holywood, Dumfries, Dumfries And Galloway DG2",5,2,2,DG2
5160,Keller Williams,"William Black Place, South Queensferry EH30",3,1,1,EH30
5162,Clancys Solicitors,"13 Sinclair Place, Edinburgh EH11",3,2,3,EH11
5166,Morton Napier,"Glebe Place, Kinghorn, Burntisland KY3",3,1,1,KY3
5168,South West Property Centre,"'jenken' Glenjorrie Avenue, Glenluce DG8",3,3,2,DG8
5170,Yopa,"Kincorth Circle, Aberdeen AB12",3,1,1,AB12
5171,AB & A Matthews,"Ashley Bank, 58 Main Street, Kirkcowan DG8",3,2,1,DG8
5172,"Springbok Properties, Nationwide","Broomhill Road, Aberdeen, Aberdeenshire AB10",2,1,1,AB10
5173,Ken MacDonald & Co,"1 Milkinghill Park, Isle Of Lewis HS2",3,1,1,HS2
5174,Harper Robertson and Shannon,"Browhouses, Eastriggs DG12",2,2,2,DG12
5176,R and R Urquhart llp,"3 Merryton Crescent, Nairn IV12",2,1,1,IV12
5177,Harper Macleod,"King Harald Street, Lerwick ZE1",4,2,1,ZE1
5179,"Your Move - McLaughlin, Uddingston","Silverwells Crescent, Bothwell, Glasgow G71",1,1,1,G71
5181,McQueen Legal,"4 Montpelier Park, Bruntsfield, Edinburgh EH10",3,1,2,EH10
5182,Mckinnon Forbes,"7 St Germains House, Longniddry EH32",3,1,1,EH32
5184,Warners,"42/7 St John's Road, Corstorphine, Edinburgh EH12",2,1,1,EH12
5185,Northwood - Aberdeen,"Berry Street, The City Centre, Aberdeen AB25",2,1,1,AB25
5187,Keller Williams,"Muirend Avenue, Juniper Green, Edinburgh EH14",2,1,1,EH14
5188,Savills - Edinburgh Town,"7/2 Learmonth Terrace, West End, Edinburgh EH4",2,1,2,EH4
5189,VMH Solicitors,"12 (3F2) Spittal Street, Lauriston, Edinburgh EH3",2,1,1,F2
5190,Countrywide Scotland - Paisley,"Fauldswood Crescent, Paisley, Renfrewshire PA2",4,2,2,PA2
5192,McEwan Fraser Legal,"Waterfront Avenue, Granton, Edinburgh EH5",2,1,2,EH5
5193,McEwan Fraser Legal,"Holburn Street, Aberdeen AB10",2,1,1,AB10
5197,Yopa,"Old School Court, School Road, Conon Bridge, Dingwall IV7",4,1,3,IV7
5198,"Purplebricks, Head Office","4 Edina Place, Edinburgh EH7",2,1,1,EH7
5205,Yopa,"Mercury Terrace, St. Cyrus, Montrose DD10",3,1,1,DD10
5206,Yopa,"Glebe Street, Dumfries DG1",1,1,1,DG1
5207,Yopa,"Broomhouse Road, Edinburgh EH11",2,1,2,EH11
5208,James Agent,"Kilnknowe Place, Galashiels TD1",2,2,2,TD1
5210,Neilsons Solicitors & Estate Agents,"23/3 Westfield Road, Edinburgh EH11",1,1,1,EH11
5211,Gillespie Gifford and Brown,"41 Main Street, Twynholm, Kirkcudbright DG6",3,2,1,DG6
5212,Hodge Solicitors LLP,"Yeaman Street, Perthshire PH10",3,2,1,PH10
5214,Yopa,"Bridge Street, Montrose DD10",4,2,1,DD10
5215,"Clyde Property, West End","Novar Drive, Flat 3/1, Hyndland, Glasgow G12",3,1,2,G12
5216,Galloway and Ayrshire Properties Ltd,"York Road, Newton Stewart DG8",4,3,2,DG8
5217,Scott Alexander,"Queen Street, Gourdon, Montrose DD10",3,1,1,DD10
5218,Scottish Property Centre,"Whitehouse, Tarbert, Argyll PA29",4,1,3,PA29
5219,McQueen Legal,"22 East Craigs Rigg, Edinburgh EH12",4,2,2,EH12
5220,"Purplebricks, Head Office","Regent Quay, Aberdeen AB11",1,1,1,AB11
5221,"Your Move - McLaughlin, Uddingston","Garthland Drive, Glasgow G31",2,1,1,G31
5222,Yopa,"Western Harbour Midway, Edinburgh EH6",2,1,2,EH6
5224,Warners,"4/5 Belgrave Terrace, Corstorphine, Edinburgh EH12",2,1,1,EH12
5225,Joyce Heeps Homes LTD,"Dicks Park, The Murray, East Kilbride G75",2,1,1,G75
5227,Allen & Harris - Dumbarton,"Meadowbank Street, Dumbarton G82",1,1,1,G82
5229,HAP Sales & Lettings,"Shuna Crescent, Glasgow G20",3,1,3,G20
5230,Neilsons Solicitors & Estate Agents,"Flat 26 Caiystane Court, 11 Oxgangs Road North, Edinburgh EH13",1,1,1,EH13
5231,"Clyde Property, Helensburgh","Morar House, 17 Upper Colquhoun Street, Helenburgh, Argyll &amp; Bute G84",3,1,2,G84
5232,Hodge Solicitors LLP,"Queen Street, Coupar Angus, Coupar Angus, Perthshire PH13",2,1,1,PH13
5233,"Springbok Properties, Nationwide","Braehead, Isle Of South Uist, Grampian, Scottish Highlands HS8",2,1,1,HS8
5234,Miller Gerrard,"31 Riverside Park, Blairgowrie PH10",2,1,2,PH10
5235,"Springbok Properties, Nationwide","Braehead, Isle Of South Uist, Grampian, Scottish Highlands HS8",2,1,1,HS8
5238,Yopa,"Station Avenue, Boddam, Peterhead AB42",2,1,1,AB42
5240,Northwood - Aberdeen,"Dalmaik Terrace, Peterculter, Aberdeen AB14",3,1,2,AB14
5242,Slater Hogg & Howison - East Kilbride Sales,"Glamis Drive, East Mains, East Kilbride, South Lanarkshire G74",2,1,1,G74
5243,"Purplebricks, Head Office","Milleath Walk, Aberdeen AB21",3,1,1,AB21
5244,"Purplebricks, Head Office","Taranty Road, Forfar DD8",3,1,1,DD8
5245,Morgans,"The Bowhouse, Cluny, Kirkcaldy KY2",4,1,1,KY2
5246,National Property,"Cumbrae, Motherwell Street, Airdrie, North Lanarkshire ML6",3,2,1,ML6
5247,National Property,"Garscadden Road, Glasgow G15",4,2,2,G15
5248,Murray Snell,"Fearnan, Loch Tay PH15",4,2,4,PH15
5251,Aberdein Considine,"0/2, West Graham Street, Glasgow G4",1,1,1,G4
5252,McEwan Fraser Legal,"Hartington Gardens, Bruntsfield, Edinburgh EH10",2,1,1,EH10
5253,Re/Max Property Marketing Centre (ABERDEEN LTD),"Ashgrove Avenue, Aberdeen AB25",2,1,1,AB25
5255,Caledonia Bureau,"Dumbarton Road, Dalmuir, Clydebank G81",3,1,1,G81
5256,Delmor Estate Agents,"Russell Court, Lochgelly KY5",2,1,1,KY5
5257,Delmor Ltd (Leven),"Kennoway Road, Windygates, Leven KY8",1,1,1,KY8
5259,"Purplebricks, Head Office","26 Deanston Drive, Glasgow G41",1,1,1,G41
5260,Savills - Edinburgh Country Houses,"Letham Mains Holdings, Haddington, East Lothian EH41",3,3,4,EH41
5261,Ballantynes Perth,"Plot 6 The Kingsway, Castle Grange, Off Old Quarry Road, Ballumbie, Dundee DD4",4,2,3,DD4
5262,Barratt Homes - Countesswells,"""Balmoral"" at Countesswells Park Road, Countesswells, Aberdeen AB15",4,3,2,AB15
5264,Barratt Homes - Countesswells,"""Fenton"" at Countesswells Park Road, Countesswells, Aberdeen AB15",4,2,2,AB15
5265,Allanwater Homes - Haddington,"Off Main Route A6093, Haddington, East Lothian EH41",3,1,2,A60
5266,Re/Max Property Marketing Centre (ABERDEEN LTD),"Dee Village, Millburn Street, Aberdeen AB11",2,1,1,AB11
5267,Premier Properties Perth,"North William Street, Perth PH1",2,1,1,PH1
5268,Barratt Homes - Countesswells,"""Craigend"" at Countesswells Park Road, Countesswells, Aberdeen AB15",3,2,2,AB15
5269,Keller Williams,"Byres Road, Glasgow G12",3,2,1,G12
5270,Thorntons Law LLP - Cupar,"Anderson Street, Newburgh, Fife KY14",2,1,1,KY14
5272,Re/Max Property Marketing Centre (ABERDEEN LTD),"Plots Auchleven, Insch, Aberdeenshire AB52",4,2,2,AB52
5273,Wardhaugh,"Dickmont Place, Arbroath, Angus DD11",3,1,1,DD11
5277,Scottish Property Centre,"11 Kinsail Drive, Penilee, Glasgow G52",3,1,1,G52
5278,Northwood - Aberdeen,"Hardgate, The City Centre, Aberdeen AB10",2,1,1,AB10
5279,Northwood - Aberdeen,"Mary Elmslie Court, King Street, The City Centre, Aberdeen AB24",2,1,1,AB24
5280,McArthur Scott,"Brisbane Street, Greenock PA16",3,1,1,PA16
5282,Slater Hogg & Howison - Greenock Sales,"Patrick Street, Greenock, Inverclyde PA16",3,1,1,PA16
5283,McEwan Fraser Legal,"Newton Street, Gorgie, Edinburgh EH11",1,1,1,EH11
5284,McEwan Fraser Legal,"Ladystone, Bunchrew, Inverness IV3",4,3,3,IV3
5285,Anderson Shaw & Gilbert,"27, Wellingtonia Court, Inverness IV3",3,1,2,IV3
5286,Melrose & Porteous,"High Street, Coldstream TD12",5,2,2,TD12
5288,"Purplebricks, Head Office","Keithleigh Gardens, Pitmedden AB41",3,1,2,AB41
5290,Re/Max Property Marketing Centre (ABERDEEN LTD),"Calsayseat Road, Aberdeen AB25",2,1,1,AB25
5293,Countrywide Scotland - Glasgow Sales,"James Watt Street, Glasgow, Lanarkshire G2",2,1,1,G2
5296,Slater Hogg & Howison - Burnside,"Ardmory Avenue, Glasgow, Lanarkshire G42",3,2,1,G42
5297,Re/Max Property Marketing Centre (ABERDEEN LTD),"Barraview, Oldmeldrum, Inverurie AB51",2,1,1,AB51
5299,Savills - Edinburgh Town,"Murrayfield Road, Edinburgh EH12",1,1,1,EH12
5301,Warners,"257/2 Newhaven Road, Newhaven, Edinburgh EH6",2,2,1,EH6
5303,McIntyre & Company,"Wades Road, Kinlochleven PH50",4,2,1,PH50
5305,Stonefield Estate Agents,"Ayr Road, Prestwick KA9",3,1,3,KA9
5315,1-4-Sale,"Meadowpark Street, Dennistoun, Glasgow G31",2,1,1,G31
5318,Vanilla Square,"Ashley Street, Glasgow G3",1,1,1,G3
5319,Murray Little & Knox,"Kirtlebridge, Lockerbie DG11",3,1,1,DG11
5320,Your Move - Kirkcaldy,"High Street, Kirkcaldy, Fife KY1",1,1,1,KY1
5322,Knight Frank - Edinburgh Sales,"Simon Square, Edinburgh EH8",1,1,1,EH8
5323,Warners,"46/2 North Meggetland, Craiglockhart, Edinburgh EH14",3,1,1,EH14
5324,Countrywide Scotland - Burnside,"Helmsdale Court, Cambuslang, Glasgow, South Lanarkshire G72",1,1,1,G72
5325,Warners,"2 (1F2) Meadowbank Avenue, Meadowbank, Edinburgh EH8",2,2,1,F2
5326,Ralph Hendrie Legal,"39/6 Meadowbank Crescent, Edinburgh EH8",2,1,1,EH8
5327,Knight Frank - Edinburgh Sales,"Simon Square, Edinburgh EH8",2,1,2,EH8
5328,VMH Solicitors,"132/5 Whitehouse Loan, Edinburgh EH9",1,1,1,EH9
5329,Igloo,"Brigside Gardens, Ferniegair, Hamilton ML3",4,3,3,ML3
5330,Keller Williams Evolve,"Renfield Street, Glasgow G2",2,1,2,G2
5331,Miller Homes - Edgelaw,"""Fletcher"" at Lasswade Road, Edinburgh EH17",4,2,3,EH17
5333,Miller Homes - The Grange,"""Porterfield"" at Murieston Road, Murieston, Livingston EH54",5,2,3,EH54
5334,Miller Homes - South Gilmerton Brae,"""Wallace End Terr"" at Gilmerton Station Road, Edinburgh EH17",3,2,2,EH17
5335,Yopa,"Barr's Brae, Port Glasgow PA14",4,1,1,PA14
5336,Warners,"12/8 Dryden Street, Pilrig, Edinburgh EH7",2,1,1,EH7
5337,Mov8 Real Estate,"Stenhouse Street West, Stenhouse, Edinburgh EH11",2,1,2,EH11
5338,Verdala,"Doug Ford Street, Arbroath DD11",4,1,2,DD11
5339,Paul Rolfe Sales & Lettings,"Garden Annex Development, West Port House, Linlithgow EH49",2,1,1,EH49
5340,Fife Properties Sales & Lettings,"Castlehill Place, Cupar KY15",5,1,4,KY15
5341,County Estates Ltd,"Dovecot Road, Tullibody, Alloa FK10",3,1,1,FK10
5343,DJ Alexander,"17/2 Learmonth Terrace, Edinburgh EH4",2,1,1,EH4
5345,Homes For You,"Beech Crescent, South Broomage, Larbert FK5",4,2,2,FK5
5346,Yopa,"Inchbrae Drive, Aberdeen AB10",2,1,1,AB10
5347,IVY Property,"1/1, 62 Airlie Street, Hyndland, Glasgow G12",2,1,2,G12
5351,Yopa,"Brougham Square, Montrose DD10",1,1,1,DD10
5352,Fife Properties Sales & Lettings,"Townhill Road, Dunfermline KY12",1,1,1,KY12
5353,Robb Residential,"Inchlonaig, Lamlash, Isle Of Arran KA27",3,1,1,KA27
5354,Green Door Property Auctions,"High Street, Fraserburgh AB43",4,1,1,AB43
5355,Boom,"Flat 0/2, 1 Hallhill Crescent, Johnstone PA5",2,1,2,PA5
5357,McEwan Fraser Legal,"Ballumbie Gardens, Dundee DD4",3,1,2,DD4
5358,McEwan Fraser Legal,"Hatters Lane, Broughton, Edinburgh EH7",2,1,2,EH7
5359,Robb Residential,"Ardfruoch, Glenmosston Road, Kilmacolm PA13",5,3,3,PA13
5360,Ninety Property,Lasswade EH18,3,2,1,EH18
5361,Wallace Quinn & Co,"Plot 1 At Southfield Road, Cumbernauld G68",4,2,3,G68
5362,Wallace Quinn & Co,"Plot 3 At Southfield Road, Cumbernauld G68",4,2,3,G68
5363,We Auction Property,"Fairhill Avenue, Hamilton ML3",2,1,1,ML3
5367,National Property,"Loch Street, Aberdeen AB25",2,1,1,AB25
5369,Zing Property Specialists,"Mungal Place, Falkirk, Stirlingshire FK2",1,1,1,FK2
5370,Barratt Homes - The Scholars,"""Traquair"" at Holehouse Road, Kilmarnock KA3",3,2,2,KA3
5371,British Homesellers,"Auchmill Road, Bucksburn, Aberdeen AB21",4,1,1,AB21
5373,A M Simpson and Son,"Edinburgh Road, Moffat DG10",3,3,2,DG10
5374,"Clyde Property, West End","Castlebank Place, Flat 3/1, Glasgow Harbour, Glasgow G11",2,1,2,G11
5375,Galloway and Ayrshire Properties Ltd,"Cowgate, Garlieston DG8",4,3,3,DG8
5376,Hewats,"13 Alvingham Avenue, Castle Douglas DG7",3,1,1,DG7
5378,Fife Properties Sales & Lettings,"Glenburn, Leven KY8",2,1,1,KY8
5379,Robertson Homes - Southfield Grange,"""Everett Grand"" at Malletsheugh Road, Newton Mearns, Glasgow G77",5,2,4,G77
5383,Hebridean Estate Agency,"Stornoway, Isle Of Lewis HS1",2,1,1,HS1
5387,Galloway and Ayrshire Properties Ltd,"Marchburn, Cairnryan DG9",3,3,1,DG9
5390,Anderson Shaw & Gilbert,"Badenscallie Chalet, Badenscallie, Badenscallie Achiltibuie Ullapool IV26",2,1,1,IV26
5392,Premier Properties Perth,"North Methven Street, Perth PH1",1,1,1,PH1
5393,Russel + Aitken Edinburgh LLP,"27/420 West Savile Terrace, Newington, Edinburgh EH9",1,1,1,EH9
5394,Neilsons Solicitors & Estate Agents,"19/2 Harden Place, Edinburgh EH11",2,1,1,EH11
5397,RE/MAX Clydesdale & Tweeddale,"Wellgate, Lanark ML11",2,1,1,ML11
5405,Yopa,"Douglas Street, Bannockburn, Stirling FK7",2,1,2,FK7
5406,Barratt Homes - The Scholars,"""Dunbar"" at Holehouse Road, Kilmarnock KA3",4,2,2,KA3
5407,Move On,"Taylor Avenue, Carfin, Motherwell ML1",4,2,3,ML1
5412,Munro & Noble,"Culloden Park, Culloden, Inverness IV2",2,1,1,IV2
5418,Cluny Estate Agents,"Garmouth Place, Lhanbryde, Elgin IV30",2,1,1,IV30
5419,Walker Laird Solicitors & Estate Agents,"Victoria Road, Paisley PA2",1,1,1,PA2
5420,Harper Macleod,"Murdochs Wynd, Elgin IV30",3,1,1,IV30
5446,Cathedral City Estates,"High Street, Dunblane FK15",2,1,1,FK15
5447,Falkirk Homes Estate Agency,"Broom Park Garden, Denny FK6",2,1,1,FK6
5449,DM Property,"46, Flat 10, Annandale Street, New Town, Edinburgh EH7",2,2,2,EH7
5450,RE/MAX Clydesdale & Tweeddale,"High Street, Biggar ML12",2,1,2,ML12
5451,Yopa,"High Street, Banff AB45",5,1,2,AB45
5452,Igloo,"Bell Street, Glasgow G4",1,1,1,G4
5453,Slater Hogg & Howison - Candleriggs Sales,"Brunswick Street, Merchant City, Glasgow, Lanarkshire G1",1,1,1,G1
5454,"Clyde Property, West End","Alfred Terrace, Flat 2/1, Hillhead, Glasgow G12",3,1,2,G12
5455,"Springbok Properties, Nationwide","High Street, Sandhaven, Fraserburgh, Aberdeenshire AB43",4,1,2,AB43
5456,Ken MacDonald & Co,"5B Plantation Road, Isle Of Lewis HS1",1,1,1,HS1
5457,Ballantynes,"140 (Flat 1) Rose Street, New Town, Edinburgh EH2",2,1,2,EH2
5458,Neilsons Solicitors & Estate Agents,"10 1F3, Leven Street, Edinburgh EH3",3,1,1,F3
5459,Caledonia Bureau,"Second Avenue, Clydebank, West Dunbartonshire G81",1,1,1,G81
5460,Lindsays,"2F2, Bread Street, Tollcross, Edinburgh EH3",1,1,1,F2
5462,Wardhaugh,"Church Street, Edzell, Angus DD9",3,1,2,DD9
5463,Angel Homes,"Blenheim Avenue, Westwood, East Kilbride G75",2,1,1,G75
5464,Countrywide Scotland - Paisley,"The Counting House, Paisley, Renfrewshire PA1",2,1,1,PA1
5465,Savills - Edinburgh Town,"West Maitland Street, West End, Edinburgh EH12",3,1,1,EH12
5466,Pacitti Jones,"30 Springfield Court, Bishopbriggs G64",1,1,1,G64
5468,Wardhaugh,"Montrose Road, Arbroath, Angus DD11",5,3,1,DD11
5469,Blair Cadell,"10/9 Kimmerghame Path, Edinburgh EH4",2,1,2,EH4
5470,Slater Hogg & Howison - Largs,"Braeside Avenue, Largs, North Ayrshire, . KA30",3,1,1,KA30
5472,McEwan Fraser Legal,"North Countesswells Road, Aberdeen AB15",4,2,3,AB15
5473,McEwan Fraser Legal,"Spital Walk, Aberdeen AB24",2,1,1,AB24
5474,Slater Hogg & Howison - Greenock Sales,"Crunes Way, Greenock, Inverclyde PA15",2,1,2,PA15
5476,Keller Williams Evolve,"Union Glen, Aberdeen AB11",1,1,1,AB11
5477,Coulters Stockbridge,"6(3F5) Bonnington Road, Leith, Edinburgh EH6",1,1,1,F5
5482,Grampian Property Centre,"Moravia Court, Forres IV36",2,1,1,IV36
5483,Property Bureau,"31 Baker Street, Shawlands, Glasgow G41",2,1,1,G41
5484,Bannerman Burke Properties Ltd,"Main Street, Lilliesleaf, Melrose TD6",4,3,4,TD6
5486,Hemmings Homes,"Coltness Road, Wishaw ML2",3,3,1,ML2
5488,Neilsons Solicitors & Estate Agents,"66 Sommerville Gardens, South Queensferry EH30",2,1,1,EH30
5489,The Estate Agency Company,"North Balnagask Road, Aberdeen AB11",2,1,1,AB11
5490,Knight Frank - Edinburgh Sales,"Great King Street, Edinburgh EH3",2,1,2,EH3
5491,McCash & Hunter,"6 Tay Street, Perth PH1",2,2,2,PH1
5492,"Clyde Property, Stirling","Grendon Court, Stirling, Stirling FK8",2,1,1,FK8
5493,Ninety Property,"Pendreich Avenue, Bonnyrigg EH19",2,1,1,EH19
5495,Slater Hogg & Howison - Dennistoun,"Main Street, Bridgeton, Glasgow G40",1,1,1,G40
5496,Pollock & Mclean,"30 Waugh Drive, Sanquhar DG4",2,1,1,DG4
5497,Next Home Estate Agents,"Blair Atholl, Pitlochry PH18",5,1,1,PH18
5499,"Purplebricks, Head Office","69 Warrender Park Road, Edinburgh EH9",2,1,1,EH9
5500,Miller Gerrard,"6A Perth Street, Blairgowrie PH10",3,1,1,PH10
5503,Alexander McAllister & McKechnie,"Abbey Place, Paisley PA1",1,1,1,PA1
5506,Your Move - Dingwall,"Stoer, Lochinver, Lairg, Highland IV27",3,1,1,IV27
5507,Harbor Property,"Maukinfauld Court, Glasgow G32",2,1,1,G32
5508,Pacitti Jones,"2/3 177 Holmlea Road, Cathcart, Glasgow G44",1,1,1,G44
5510,Slater Hogg & Howison - Falkirk Sales,"Toll Road, Kincardine, Alloa, Fife FK10",2,1,2,FK10
5511,"Purplebricks, Head Office","Muir Street, Hamilton ML3",3,2,2,ML3
5512,Your Move - Falkirk,"Glenbervie Road, Grangemouth, Stirlingshire FK3",1,1,1,FK3
5513,AB & A Matthews,"1 Brewery Pool, Newton Stewart DG8",3,1,1,DG8
5514,AMAZING RESULTS! Estate Agents,"Bishops View, Gairneybridge, Kinross KY13",2,2,2,KY13
5515,"Springbok Properties, Nationwide","Forest Park, Stonehaven, Kincardineshire AB39",2,2,1,AB39
5517,Keller Williams,"Philip Avenue, Bathgate EH48",3,1,1,EH48
5520,Slater Hogg & Howison - Kilmarnock Sales,"Irvine Road, Crosshouse, Kilmarnock, East Ayrshire KA2",1,1,1,KA2
5522,We Auction Property,"Prospecthill Street, Greenock PA15",1,1,1,PA15
5524,Morton Napier,"Ramsay Road, Kirkcaldy KY1",1,1,1,KY1
5525,Morton Napier,"Ramsay Road, Kirkcaldy KY1",2,1,1,KY1
5527,"Doorsteps.co.uk, National","High Street, Drumlithie, Stonehaven AB39",3,1,1,AB39
5528,RE/MAX Property Marketing Centre – Edinburgh,"Ardmillan Terrace, Edinburgh EH11",2,1,1,EH11
5529,Melrose & Porteous,"Hillview, Coldstream TD12",2,1,1,TD12
5530,Ballantynes,"11 (Flat 2) Fairbrae, Broomhouse, Edinburgh EH11",1,1,1,EH11
5531,MacDonald & Co,"1/1 312 Churchill Drive, Glasgow G11",2,1,1,G11
5532,"Clyde Property, Bothwell","Manse Road, Motherwell, North Lanarkshire ML1",2,1,2,ML1
5533,"Clyde Property, Shawlands","Aitkenhead Road, Kings Park, Glasgow G44",5,2,3,G44
5535,"Purplebricks, Head Office","4 Bennochy Road, Kirkcaldy KY1",2,1,1,KY1
5536,Green Door Property Auctions,"Church Street, Cairnbulg AB43",4,2,3,AB43
5537,Savills - Edinburgh Country Houses,"North Street, St. Andrews, Fife KY16",2,1,2,KY16
5538,Savills - Edinburgh Town,"Rothesay Mews, West End, Edinburgh EH3",4,1,4,EH3
5539,"Purplebricks, Head Office","Colwood Avenue, Glasgow G53",1,1,1,G53
5541,Thorntons Law LLP - Perth,"Alyth, Blairgowrie PH11",2,1,1,PH11
5543,Thorntons Law LLP - Perth,"Alyth, Blairgowrie PH11",2,1,1,PH11
