agent,price,address,beds,baths,receptions
K Allan Properties,"£150,000","Longhope, Stromness KW16",2 beds,1 bath,2 receptions
Slater Hogg & Howison - Dennistoun,"£235,000","Whitehill Street, Dennistoun, Glasgow G31",3 beds,1 bath,1 reception
Igloo,"£49,995","Quarry Street, Flat 1/2 - Middle, Hamilton ML3",1 bed,1 bath,1 reception
Slater Hogg & Howison - Paisley Sales,"£215,000","Sandielands Avenue, Erskine, Renfrewshire PA8",3 beds,2 baths,1 reception
GSB Properties,"£153,000","26 Carlaverock Crescent, Tranent EH33",2 beds,1 bath,1 reception
Slater Hogg & Howison - Stirling Sales,"£320,000","Doig Street, Thornhill, Stirling, Stirlingshire FK8",4 beds,2 baths,1 reception
Stewart Milne Homes - Hunter's Meadow,"£214,500","""Burford"" at Hunter's Meadow, 2 Tipperwhy Road, Auchterarder PH3",3 beds,,
Stewart Milne Homes - Shawfair,"£444,000","""Kingsley"" at Shawfair, Danderhall, Midlothian EH22",5 beds,,
Warners,"£140,000","17 Bankmill View, Penicuik EH26",2 beds,1 bath,1 reception
Warners,"£150,000","17/6 Spey Terrace, Leith, Edinburgh EH7",1 bed,1 bath,1 reception
Online Property Auctions Scotland Ltd,"£29,995","13/1 Noble Place, Hawick, Roxburghshire TD9",1 bed,,
Brian Harkins Estate Agents,"£420,000","Hollybush Lane, Port Glasgow PA14",5 beds,4 baths,2 receptions
Warners,"£330,000","13 Tweedsmuir Gait, Little France, Edinburgh EH16",4 beds,2 baths,1 reception
Neilsons Solicitors & Estate Agents,"£135,000","11F, Forrester Park Grove, Edinburgh EH12",2 beds,1 bath,1 reception
Neilsons Solicitors & Estate Agents,"£190,000","4 Robert Burns Drive, Edinburgh EH16",2 beds,1 bath,1 reception
McDougall McQueen,"£225,000","20 Ryndale Drive, Dalkeith, Midlothian EH22",3 beds,1 bath,1 reception
ELP Arbuthnott McClanachan,"£385,000","13 Regis Court, Barnton, Edinburgh EH4",3 beds,2 baths,1 reception
ELP Arbuthnott McClanachan,"£285,000","35 Learmonth Court, Comely Bank, Edinburgh EH4",2 beds,1 bath,1 reception
ELP Arbuthnott McClanachan,"£270,000","138/6 Newhaven Road, Edinburgh EH6",2 beds,1 bath,2 receptions
Online Property Auctions Scotland Ltd,"£29,995","6/5 Northcote Street, Hawick, Roxburghshire TD9",1 bed,,
Neilsons Solicitors & Estate Agents,"£355,000","42 Fox Covert Avenue, Edinburgh EH12",3 beds,1 bath,2 receptions
McQueen Legal,"£140,000","14/5 Northfield Farm Road, Edinburgh EH8",2 beds,1 bath,1 reception
JHS LAW,"£210,000","Minden Drive, Dumfries DG1",3 beds,,2 receptions
"Clyde Property, Perth","£257,950","Drovers Gate, Crieff, Perthshire PH7",4 beds,2 baths,1 reception
Shanta Residential,"£150,000","Silvertonhill Avenue, Hamilton ML3",3 beds,1 bath,2 receptions
Savills - National Auctions,"£140,000","Pitreavie Castle, Castle Drive, Dunfermline KY11",,,
JHS LAW,"£125,000","Jericho Place, Heathhall, Dumfries DG1",2 beds,1 bath,1 reception
"Your Move - First, Wishaw","£75,000","Redhaws Road, Shotts ML7",2 beds,1 bath,1 reception
"Purplebricks, Head Office","£294,995","Bisset Place, Bathgate EH48",4 beds,3 baths,1 reception
Hastings and Co - Borders Property and Legal,"£425,000",Jedburgh TD8,4 beds,2 baths,3 receptions
Maloco & Associates,"£78,000","Primrose Avenue, Rosyth KY11",2 beds,1 bath,1 reception
Walker & Sharpe,"£138,000","Stakeford Street, Dumfries DG2",3 beds,,
First For Homes,"£149,995","Rothes Park, Leslie, Glenrothes KY6",3 beds,1 bath,2 receptions
Caledonia Bureau,"£58,000","Lamont Crescent, Renton, West Dunbartonshire G82",1 bed,1 bath,1 reception
Fife Properties Sales & Lettings,"£300,000","University Avenue, Pittenweem, Anstruther KY10",3 beds,1 bath,2 receptions
Munro Neil & Osborne,"£72,000","Woodland Terrace, Larkhall ML9",2 beds,1 bath,1 reception
"Purplebricks, Head Office","£45,000","10 / 343 Gorgie Road, Edinburgh EH11",1 bed,1 bath,1 reception
"Purplebricks, Head Office","£125,000","Peat Road, Glasgow G53",2 beds,1 bath,1 reception
Patch Estate Agents,"£58,500","Woodside Crescent, Paisley PA1",2 beds,1 bath,1 reception
Your Move - Dunfermline,"£235,000","The Linen Quarter, Winterthur Lane, Dunfermline KY12",2 beds,,
Property Connections Estate Agency LTD,"£99,950","Ochiltree Crescent, Mid Calder EH53",1 bed,1 bath,1 reception
Possible Estate Agents,"£189,950","1 Ferguson Drive, Perth PH1",3 beds,1 bath,2 receptions
"Purplebricks, Head Office","£100,000","Stirling Street, Dumbarton G82",2 beds,1 bath,1 reception
Residence,"£189,995","Bell Quadrant, Carfin, Motherwell ML1",4 beds,2 baths,1 reception
Tailor Made Moves Ltd,"£140,000","69 Argyle Street, Crown, Inverness. IV2",1 bed,2 baths,1 reception
RE/MAX Clydesdale & Tweeddale,"£199,950","Brookside Court, Symington, Biggar ML12",3 beds,1 bath,2 receptions
Bradburne & Co,"£395,000","South Street, St Andrews KY16",2 beds,2 baths,
Upload Abode,"£130,000","Castle View, Newmains, Wishaw ML2",3 beds,1 bath,1 reception
Remax,"£72,000","St. Nicholas Place, Dundee DD3",2 beds,1 bath,1 reception
Truscott Property,"£235,000","312 Carlyle Court, 173 Comely Bank Road, Stockbridge, Edinburgh EH4",2 beds,1 bath,1 reception
Morgans,"£795,000","North Dhuloch House And Cottage, Annfield, Dunfermline KY11",4 beds,2 baths,3 receptions
Your Move - Elgin,"£70,000","Queens Lane, Lossiemouth, Moray IV31",1 bed,1 bath,1 reception
Remax,"£100,000","Bank Mill Road, Dundee DD1",2 beds,1 bath,1 reception
Premier Properties Perth,"£340,000","Locaire, 13 St Marys Drive, Kinnoull, Perth PH2",3 beds,2 baths,2 receptions
Countrywide Scotland - Dennistoun,"£100,000","Hogarth Avenue, Glasgow G32",2 beds,1 bath,1 reception
Homes For You,"£440,000","Geesmuir Gardens, Falkirk FK2",5 beds,4 baths,2 receptions
Joyce Heeps Homes LTD,"£75,000","Dunblane Drive, East Mains, East Kilbride G74",2 beds,1 bath,1 reception
Slater Hogg & Howison - Largs,"£54,000","Holehouse Road, Largs, North Ayrshire KA30",1 bed,1 bath,1 reception
"Clyde Property, Perth","£203,950","Drovers Gate, Crieff, Perthshire PH7",3 beds,3 baths,1 reception
Taylor & Henderson,"£133,000","69 High Road, Saltcoats KA21",3 beds,1 bath,2 receptions
"Clyde Property, Perth","£203,950","Drovers Gate, Crieff, Perthshire PH7",3 beds,3 baths,1 reception
Stonefield Estate Agents,"£110,000","Manse Brae, Ochiltree, Cumnock KA18",2 beds,1 bath,1 reception
BestMove Scotland,"£47,000","South Street, Greenock PA16",2 beds,1 bath,
Walker Laird Solicitors & Estate Agents,"£140,000","Nith Drive, Renfrew PA4",2 beds,1 bath,1 reception
"Clyde Property, Helensburgh","£124,000","Normanhurst Court, West King Street, Helensburgh, Argyll And Bute G84",2 beds,2 baths,1 reception
Orkney Property Centre,"£245,000","Scapa Court, Kirkwall, Orkney KW15",4 beds,2 baths,
Yopa,"£70,000","Eastfield Road, Dumfries DG1",2 beds,1 bath,1 reception
Yopa,"£160,000","Marius Crescent, Motherwell ML1",3 beds,3 baths,2 receptions
Aberdein Considine,"£299,500","Western Harbour Terrace, Edinburgh EH6",3 beds,3 baths,1 reception
"Clyde Property, Perth","£203,950","Drovers Gate, Crieff, Perthshire PH7",3 beds,3 baths,1 reception
"Purplebricks, Head Office","£225,000","Gallows Knowe, Cowdenbeath KY4",3 beds,1 bath,1 reception
Munro Neil & Osborne,"£132,000","Fairholm Street, Larkhall ML9",3 beds,1 bath,1 reception
Harper Macleod,"£395,000","Pluscarden Road, Elgin IV30",4 beds,2 baths,3 receptions
Future Property Auctions,"£36,000","Westhall Church, Deskford, Cullen AB565Yj AB56",5 beds,,
Future Property Auctions,"£166,000","Schiehallion, Perth Road, Blairgowrie PH106Py PH10",5 beds,,
"Purplebricks, Head Office","£59,000","Macaterick Drive, Ayr KA6",3 beds,1 bath,1 reception
Aberdein Considine,"£138,000","Flat 7, Manor Gardens, Dunfermline KY11",2 beds,2 baths,1 reception
Future Property Auctions,"£9,000","0.6 Acre Site At Bards Way, Tillicoultry FK136Rr FK13",,,
"Purplebricks, Head Office","£65,000","Main Street, Glasgow G46",1 bed,1 bath,1 reception
Future Property Auctions,"£107,000","108, Armadale Street, Flat 1-1, Dennistoun, Glasgow G312Qd G31",2 beds,,
Morgans,"£250,000","41 Letham Rise, Dalgety Bay KY11",4 beds,2 baths,3 receptions
Simple Approach Estate Agents,"£229,950","Hatton Road, Luncarty, Perth PH1",3 beds,1 bath,1 reception
Simple Approach Estate Agents,"£192,000","Craigie Road, Craigie, Perth PH2",3 beds,1 bath,2 receptions
Warners,"£169,000","13 Manse Court, East Calder, West Lothian EH53",2 beds,1 bath,1 reception
"Clyde Property, Edinburgh","£180,000","Kirk Street, Leith, Edinburgh EH6",1 bed,1 bath,1 reception
"Clyde Property, Edinburgh","£180,000","Lanark Road, Edinburgh, Midlothian EH14",2 beds,1 bath,1 reception
Melrose & Porteous,"£120,000","Gunsgreen Crescent, Eyemouth TD14",3 beds,1 bath,1 reception
Bruach Property,"£235,000","8 Solway Place, Troon KA10",3 beds,,
Allen & Harris - Burnside,"£75,000","Lightburn Road, Cambuslang, Glasgow G72",3 beds,1 bath,1 reception
Strutt & Parker - Inverness,"£525,000","Tannach, Wick, Caithness KW1",,,
"Purplebricks, Head Office","£142,000","Rollock Street, Stirling FK8",1 bed,1 bath,1 reception
Gillespie Property,"£134,500","Muir Street, Stenhousemuir FK5",3 beds,1 bath,1 reception
"Purplebricks, Head Office","£180,000","Townhead, Blairgowrie PH13",2 beds,1 bath,2 receptions
GJ Hunter Solicitors,"£179,000","Shaws Terrace, Pilrig, Edinburgh EH7",1 bed,1 bath,1 reception
"Clyde Property, Edinburgh","£230,000","Walter Scott Avenue, The Inch, Edinburgh EH16",4 beds,1 bath,1 reception
Warners,"£370,000","90/3F2 Marchmont Road, Marchmont, Edinburgh EH9",2 beds,1 bath,1 reception
Patch Estate Agents,"£130,000","Ellangowan Road, Shawlands, Glasgow G41",1 bed,1 bath,1 reception
Neilsons Solicitors & Estate Agents,"£200,000","59 Howden Hall Drive, Edinburgh EH16",2 beds,1 bath,1 reception
Paris Steele,"£250,000","48 Burnside, Haddington EH41",3 beds,1 bath,2 receptions
Greig Residential,"£125,000","Hunter Road, Crosshouse, Kilmarnock KA2",2 beds,2 baths,2 receptions
Atrium Estate & Letting Agents,"£124,000","Windsor Gardens, Falkirk FK1",3 beds,1 bath,1 reception
Atrium Estate & Letting Agents,"£184,000","Buchanan Gardens, Polmont, Falkirk FK2",3 beds,1 bath,1 reception
Williamson & Henry,"£300,000","Mansefield House, 22 John Street, Whithorn DG8",7 beds,4 baths,3 receptions
On The Move,"£200,000","Main Street, Holytown, Motherwell ML1",3 beds,1 bath,2 receptions
Mov8 Real Estate,"£300,000","Old School Avenue, Polbeth, West Calder EH55",4 beds,2 baths,1 reception
Mov8 Real Estate,"£155,000","Hutchison Road, Chesser, Edinburgh EH14",2 beds,1 bath,1 reception
Mov8 Real Estate,"£145,000","Saughton Road, Saughton, Edinburgh EH11",3 beds,1 bath,1 reception
Mov8 Real Estate,"£150,000","Lochleven Road, Battlefield, Glasgow G42",2 beds,1 bath,1 reception
Mov8 Real Estate,"£225,000","Dunedin Street, Broughton, Edinburgh EH7",2 beds,1 bath,1 reception
Mov8 Real Estate,"£65,000","St Nicholas Place, Gorgie, Edinburgh EH11",2 beds,1 bath,1 reception
Mov8 Real Estate,"£160,000","Waverley Park, Edinburgh EH8",1 bed,1 bath,1 reception
Yopa,"£60,000","Rose Street, Aberdeen AB10",1 bed,1 bath,1 reception
We Auction Property,"£125,000","Merrick Gardens, Ibrox G51",2 beds,2 baths,1 reception
Mov8 Real Estate,"£140,000","Dickson Street, Easter Road, Edinburgh EH6",1 bed,1 bath,1 reception
Truscott Property,"£210,000","1 Flat 1 Kimmerghame Terrace, Fettes, Edinburgh EH4",1 bed,1 bath,1 reception
Thorntons Law LLP - Perth,"£104,950","Windsor Terrace, Craigie, Perth PH2",2 beds,1 bath,1 reception
"Purplebricks, Head Office","£105,000","Lindores Drive, Kirkcaldy KY2",2 beds,1 bath,1 reception
CODA Estates,"£64,995","Townhead, Kirkintilloch, Glasgow G66",1 bed,1 bath,1 reception
Your Move - Stewart Filshill,"£110,000","Lawrence Drive, Leven KY8",3 beds,1 bath,1 reception
Keller Williams,"£200,000","Stoddart Way, Edinburgh EH7",1 bed,1 bath,1 reception
Rollos Law LLP,"£425,000","Macduff House, Lindores, Fife KY14",4 beds,2 baths,4 receptions
Macpherson Property,"£145,000","Eildon Crescent, Melrose TD6",2 beds,1 bath,1 reception
The Estate Agency Company,"£100,000","Hamiltonhill Gardens, Glasgow G22",2 beds,2 baths,
Ralph Hendrie Legal,"£390,000","56 Comiston Road, Edinburgh EH10",2 beds,1 bath,1 reception
Limehouseltd,"£230,000","Sherifflats Road, Thankerton ML12",2 beds,2 baths,2 receptions
Stewart Milne Homes - Dargavel Village,"£228,000","""Marr"" at Cherrytree Gardens, Bishopton PA7",2 beds,,
Stewart Milne Homes - Dargavel Village,"£208,000","""Baird"" at Cherrytree Gardens, Bishopton PA7",2 beds,,
Stewart Milne Homes - Dargavel Village,"£232,000","""Marr"" at Cherrytree Gardens, Bishopton PA7",2 beds,,
Stewart Milne Homes - Dargavel Village,"£227,000","""Dewar"" at Cherrytree Gardens, Bishopton PA7",2 beds,,
Hunters Cumbria and South West Scotland,"£85,000","Port Carlisle, Wigton CA7",2 beds,,
Stewart Milne Homes - Dargavel Village,"£223,000","""Dewar"" at Cherrytree Gardens, Bishopton PA7",2 beds,,
Stewart Milne Homes - Dargavel Village,"£219,000","""Dewar"" at Cherrytree Gardens, Bishopton PA7",2 beds,,
"Purplebricks, Head Office","£135,000","Gordon Street, Buckie AB56",3 beds,1 bath,2 receptions
Morgans,"£95,000","9 Alexandra Street, Ground Floor Left, Dunfermline KY12",2 beds,1 bath,1 reception
Connor Malcolm,"£215,000","7/11 East Pilton Farm Avenue, Edinburgh EH5",2 beds,2 baths,1 reception
Warners,"£205,000","28 Dolphingstone Court, Prestonpans EH32",3 beds,1 bath,1 reception
Warners,"£220,000","9/7 Piershill Terrace, Piersfield, Edinburgh EH8",1 bed,1 bath,1 reception
Stewart Milne Homes - Dargavel Village,"£204,000","""Baird"" at Cherrytree Gardens, Bishopton PA7",2 beds,,
Neilsons Solicitors & Estate Agents,"£270,000","17/5 Caledonian Road, Edinburgh EH11",2 beds,1 bath,1 reception
Robert F Duff & Co,"£145,000","Marine Parade, Millport, Isle Of Cumbrae KA28",2 beds,1 bath,1 reception
Garden Stirling Burnet Properties,"£145,000","8 Toll View, Cockburnspath TD13",2 beds,1 bath,1 reception
Garden Stirling Burnet Properties,"£295,000","19 Sanderson's Grove, Tranent EH33",4 beds,2 baths,1 reception
"Purplebricks, Head Office","£99,000","Hawthorn Court, Kilwinning KA13",2 beds,1 bath,2 receptions
Gilson Gray LLP,"£300,000","29 (2F2) Roseneath Terrace, Marchmont, Edinburgh EH9",2 beds,1 bath,1 reception
Neilsons Solicitors & Estate Agents,"£190,000","35 Granton Park Avenue, Edinburgh EH5",2 beds,1 bath,1 reception
Neilsons Solicitors & Estate Agents,"£280,000","35 Easter Warriston, Edinburgh EH7",2 beds,1 bath,1 reception
Knight Frank - Edinburgh Sales,POA,"Loudoun Street, Stewarton, Kilmarnock, East Ayrshire KA3",,,
Your Move - Hamilton,"£109,995","Kenmar Terrace, Hamilton, South Lanarkshire ML3",2 beds,,
VMH Solicitors,"£470,000","7 Lismore Crescent, Edinburgh EH8",5 beds,3 baths,1 reception
Warners,"£175,000","41 Colinton Mains Road, Colinton Mains, Edinburgh EH13",2 beds,1 bath,1 reception
Boom,"£119,950","Crookhill Gardens, Lochwinnoch PA12",2 beds,1 bath,1 reception
Boom,"£265,000","10 The Moorings, Cotton Quay, Paisley PA2",4 beds,3 baths,1 reception
Slater Hogg & Howison - Dennistoun,"£80,000","Acredyke Crescent, Balornock, Glasgow G21",3 beds,1 bath,1 reception
Warners,"£225,000","16/4 Chancelot Terrace, Trinity, Edinburgh EH6",1 bed,1 bath,1 reception
Warners,"£350,000","3/3 Goldenacre Terrace, Goldenacre, Edinburgh EH3",2 beds,1 bath,1 reception
Neilsons Solicitors & Estate Agents,"£145,000","49/5 Firrhill Drive, Edinburgh EH13",2 beds,1 bath,2 receptions
Stuart and Stuart WS,"£135,000","6 Old Dalmore Path, Auchendinny, Penicuik EH26",1 bed,1 bath,1 reception
DM Property,"£180,000","Flat 21 Queens Court, 16 Queens Road, Blackhall, Edinburgh EH4",2 beds,1 bath,1 reception
ELP Arbuthnott McClanachan,"£130,000","10B, Telford Drive, Crewe, Edinburgh EH4",2 beds,1 bath,1 reception
Neilsons Solicitors & Estate Agents,"£330,000","124 Glasgow Road, Ratho Station EH28",3 beds,1 bath,1 reception
Savills - Edinburgh Town,"£425,000","Douglas Crescent, Edinburgh EH12",2 beds,2 baths,1 reception
Corrigall Black,"£125,000","9 Cammesreinach Crescent, Hunters Quay, Dunoon PA23",2 beds,1 bath,1 reception
Smart Moves Estate Agency,"£255,000","Blarmore Avenue, Inverness IV3",4 beds,3 baths,2 receptions
Lindsays,"£90,000","North High Street, Musselburgh EH21",1 bed,1 bath,1 reception
McQueen Legal,"£155,000","314/6 South Gyle Mains, Edinburgh EH12",2 beds,1 bath,1 reception
Lindsays,"£170,000","Gray's Loan, Merchiston, Edinburgh EH10",1 bed,1 bath,1 reception
Lindsays,"£210,000","Easter Dalry Wynd, Dalry, Edinburgh EH11",1 bed,1 bath,1 reception
Clancys Solicitors,"£295,000","Alice Hamilton Court, West Linton EH46",3 beds,2 baths,1 reception
Walker Wylie Estate Agents,"£73,000","48 Maxwell Drive, Glasgow G41",1 bed,1 bath,1 reception
"Purplebricks, Head Office","£220,000","Roods, Kirriemuir DD8",4 beds,1 bath,2 receptions
Cathedral City Estates,"£300,000","Ardleighton Court, Dunblane FK15",3 beds,2 baths,1 reception
Warners,"£585,000","8/18 Simpson Loan, Quartermile, Lauriston, Edinburgh EH3",2 beds,2 baths,1 reception
Neilsons Solicitors & Estate Agents,"£150,000","32/4 Lower Granton Road, Edinburgh EH5",1 bed,1 bath,1 reception
"Purplebricks, Head Office","£63,000","Bourtreehall, Girvan KA26",2 beds,1 bath,1 reception
Greig Residential,"£169,995","Main Street, Newmilns KA16",4 beds,1 bath,1 reception
"Purplebricks, Head Office","£75,000","7 Niddrie Road, Glasgow G42",1 bed,1 bath,1 reception
Greig Residential,"£125,000","Craufurdland Road, Kilmarnock KA3",,,
Re/Max Property Marketing Centre (ABERDEEN LTD),"£320,000","Bridge Of Alford, Alford AB33",5 beds,2 baths,2 receptions
Greig Residential,"£159,995","Main Road, Waterside, Kilmarnock KA3",1 bed,1 bath,1 reception
Greig Residential,"£105,000","Paterson Terrace, Darvel KA17",3 beds,1 bath,1 reception
Fred Estate Agents,"£260,000","Cresswell Street, Glasgow G12",3 beds,,
National Property,"£115,000","Shore Road, Stevenston KA20",3 beds,1 bath,2 receptions
Hastings and Co - Borders Property and Legal,"£325,000","Violet Cottage, Ancrum, Jedburgh TD8",3 beds,1 bath,2 receptions
Harbor Property,"£139,000","Hillsborough Road Garrowhill, Glasgow G69",2 beds,1 bath,1 reception
Warners,"£110,000","2/2 Rutherford Drive, The Inch, Edinburgh EH16",1 bed,1 bath,1 reception
VMH Solicitors,"£210,000","372B/10 Easter Road, Edinburgh EH6",2 beds,2 baths,
Keller Williams,"£250,000","Cox Gardens, Dundee DD3",4 beds,2 baths,2 receptions
Pacitti Jones,"£259,995","200 Brownside Road, Burnside, Glasgow G73",3 beds,1 bath,2 receptions
National Property,"£67,500","Ashvale Place, Aberdeen AB10",1 bed,1 bath,1 reception
Hemmings Homes,"£134,995","Catherine Street, Motherwell ML1",3 beds,1 bath,1 reception
Gillespie Gifford and Brown,"£80,000","18 Hazelfield Close, Dumfries DG1",1 bed,1 bath,1 reception
Manor Estate Agency,"£125,000","Bailie Drive, Bothwell G71",2 beds,1 bath,1 reception
Stonefield Estate Agents,"£420,000","Bellevue Crescent, Ayr KA7",7 beds,7 baths,2 receptions
Hemmings Homes,"£89,995","Buchan Street, Wishaw ML2",2 beds,1 bath,1 reception
Cathedral City Estates,"£455,000","James Smith Road, Deanston, Doune FK16",5 beds,5 baths,2 receptions
Penny Lane Homes,"£80,000","Craigielea Road, Renfrew PA4",2 beds,1 bath,1 reception
Town & Country Estate Agents,"£299,000","Macnicol Park, East Kilbride G74",4 beds,,
Town & Country Estate Agents,"£82,000","Anson Street, Glasgow G40",2 beds,,
"Purplebricks, Head Office","£135,000","Glamis Place, Elgin IV30",2 beds,1 bath,1 reception
Slater Hogg & Howison - East Kilbride Sales,"£80,000","Holm Lane, West Mains, East Kilbride, South Lanarkshire G74",2 beds,1 bath,1 reception
Keepmoat Homes - Coatsbrae,"£254,000","""The Balvenie"" at Linwood Road, Phoenix Retail Park, Paisley PA1",4 beds,2 baths,2 receptions
Keepmoat Homes - Coatsbrae,"£225,000","""The Stirling"" at Linwood Road, Phoenix Retail Park, Paisley PA1",3 beds,2 baths,2 receptions
Keepmoat Homes - Coatsbrae,"£239,000","""The Roxburgh"" at Linwood Road, Phoenix Retail Park, Paisley PA1",3 beds,2 baths,2 receptions
Keepmoat Homes - Coatsbrae,"£239,000","""The Roxburgh"" at Linwood Road, Phoenix Retail Park, Paisley PA1",3 beds,2 baths,2 receptions
Keepmoat Homes - Coatsbrae,"£225,000","""The Stirling"" at Linwood Road, Phoenix Retail Park, Paisley PA1",3 beds,2 baths,2 receptions
Keepmoat Homes - Coatsbrae,"£230,000","""The Fyvie"" at Linwood Road, Phoenix Retail Park, Paisley PA1",3 beds,2 baths,2 receptions
Keepmoat Homes - Coatsbrae,"£235,000","""The Buchanan"" at Linwood Road, Phoenix Retail Park, Paisley PA1",3 beds,2 baths,2 receptions
Keepmoat Homes - Coatsbrae,"£235,000","""The Buchanan"" at Linwood Road, Phoenix Retail Park, Paisley PA1",3 beds,2 baths,2 receptions
Keepmoat Homes - Coatsbrae,"£220,000","""The Culzean"" at Linwood Road, Phoenix Retail Park, Paisley PA1",3 beds,1 bath,2 receptions
Keepmoat Homes - Coatsbrae,"£220,000","""The Culzean"" at Linwood Road, Phoenix Retail Park, Paisley PA1",3 beds,1 bath,2 receptions
Keepmoat Homes - Coatsbrae,"£210,000","""The Blair"" at Linwood Road, Phoenix Retail Park, Paisley PA1",3 beds,1 bath,2 receptions
House of Highland Ltd,"£300,000","Tbc, Smerral, Caithness, United Kingdom KW5",3 beds,2 baths,
Keepmoat Homes - The Castings,"£219,000","""The Fyvie"" at Meadowhead Road, Wishaw ML2",3 beds,2 baths,2 receptions
Keepmoat Homes - The Castings,"£224,000","""The Roxburgh"" at Meadowhead Road, Wishaw ML2",3 beds,2 baths,2 receptions
Keepmoat Homes - The Castings,"£224,000","""The Roxburgh"" at Meadowhead Road, Wishaw ML2",3 beds,2 baths,2 receptions
Keepmoat Homes - The Castings,"£194,000","""The Blair"" at Meadowhead Road, Wishaw ML2",3 beds,1 bath,2 receptions
Keepmoat Homes - The Castings,"£205,000","""The Blair"" at Meadowhead Road, Wishaw ML2",3 beds,1 bath,2 receptions
Barratt Homes - Pentland View,"£405,995","""Ballathie"" at Castlelaw Crescent, Bilston, Roslin EH25",5 beds,2 baths,2 receptions
Barratt Homes - Kingslaw Gait,"£202,995","""Coull"" at Randolph Crescent, Boreland, Dysart, Kirkcaldy KY1",3 beds,1 bath,2 receptions
Keepmoat Homes - The Castings,"£199,000","""The Blair"" at Meadowhead Road, Wishaw ML2",3 beds,1 bath,2 receptions
Yopa,"£90,000","Queens Close, Montrose DD10",2 beds,2 baths,2 receptions
Yopa,"£210,000","Slamannan, Falkirk FK1",2 beds,1 bath,1 reception
Barratt Homes - Barratt @ Weirs Wynd,"£324,995","""Craigston"" at Barochan Road, Houston, Johnstone PA6",4 beds,2 baths,2 receptions
Persimmon Homes - Clyde Shores,"£209,995","""The Elgin"" at Middlepart Crescent, Saltcoats KA21",3 beds,,2 receptions
UMEGA,"£400,000","East Clapperfield, Liberton, Edinburgh EH16",4 beds,3 baths,
Mchugh Estate Agents Ltd,"£117,000","Ocean Field, Clydebank G81",2 beds,2 baths,2 receptions
Mchugh Estate Agents Ltd,"£109,000","Cornmill Court, Clydebank G81",2 beds,2 baths,1 reception
Young Robertson and Co,"£90,000","Springpark Terrace, Thurso KW14",3 beds,2 baths,1 reception
"Purplebricks, Head Office","£142,000","Watson Street, Aberdeen AB25",2 beds,1 bath,1 reception
Aberdein Considine,"£315,000","Kildean Road, Stirling, Stirlingshire FK8",4 beds,2 baths,2 receptions
Wardhaugh,"£159,000","Robert Street North, Forfar, Angus DD8",3 beds,1 bath,1 reception
Pacitti Jones,"£85,000","1/1, 190, Auchentoshan Terrace, Springburn G21",2 beds,2 baths,1 reception
Bruach Property,"£112,500","14 Cavendish Place, Troon KA10",2 beds,,
Slater Hogg & Howison - Candleriggs Sales,"£160,000","Albion Gate, Merchant City, Glasgow, Lanarkshire G1",1 bed,1 bath,1 reception
Campbell Smith,"£195,000","1/15 Hawkhill Close, Edinburgh EH7",2 beds,2 baths,1 reception
Savills - Edinburgh Town,"£395,000","Northumberland Street, Edinburgh EH3",2 beds,1 bath,1 reception
Slater Hogg & Howison - Cumbernauld,"£115,000","Cairngorm Gardens, Cumbernauld, Glasgow, North Lanarkshire G68",3 beds,,
Slater Hogg & Howison - Ayr Sales,"£385,000","Monktonhall, Southwoods, South Ayrshire, Scotland KA9",5 beds,2 baths,2 receptions
Slater Hogg & Howison - Candleriggs Sales,"£150,000","Brunswick Street, Merchant City, Glasgow, Lanarkshire G1",1 bed,1 bath,1 reception
Slater Hogg & Howison - Hamilton Sales,"£45,000","Gordon Terrace, Hamilton, South Lanarkshire, . ML3",2 beds,1 bath,1 reception
Slater Hogg & Howison - Shawlands,"£60,000","Bankhall Street, Glasgow, Lanarkshire G42",1 bed,1 bath,1 reception
Slater Hogg & Howison - Glenrothes,"£274,000","Balrymonth Court, St. Andrews, Fife KY16",2 beds,1 bath,1 reception
Tailor Made Moves Ltd,"£295,000","3 Balvonie Green, Milton Of Leys, Inverness. IV2",3 beds,3 baths,1 reception
McEwan Fraser Legal,"£130,000","Knowe, Mauchline, East Ayrshire KA5",4 beds,1 bath,1 reception
McEwan Fraser Legal,"£395,000",Lochearnhead FK19,4 beds,2 baths,2 receptions
McEwan Fraser Legal,"£248,000","Taits Lane, Dundee DD2",3 beds,1 bath,2 receptions
Keller Williams Evolve,"£55,000","Strathaven Road, Lesmahagow, South Lanarkshire ML11",2 beds,1 bath,1 reception
Persimmon Homes - Sycamore Park,"£284,995","""The Elgin"" at Waukglen Avenue, Glasgow G53",3 beds,,2 receptions
Young Robertson and Co,"£370,000","Halkirk, Thurso KW12",5 beds,4 baths,5 receptions
Express Estate Agency,"£90,000","Marquis Road, Aberdeen AB24",2 beds,,
Highland Residential,"£111,000","Beith Place, Smithton, Inverness IV2",3 beds,2 baths,1 reception
"Clyde Property, Shawlands","£119,000","Tantallon Road, Flat 2/1, Shawlands, Glasgow G41",2 beds,1 bath,1 reception
Yopa,"£330,000",Alness IV17,4 beds,3 baths,2 receptions
"Clyde Property, Shawlands","£139,000","Muirhouse Street, Flat 7/2, Pollokshields, Glasgow G41",2 beds,2 baths,1 reception
Igloo,"£84,995","Saffronhall Lane, Hamilton ML3",2 beds,1 bath,1 reception
