agent,price,address,beds,baths,receptions
Next Home Estate Agents,"£120,000","Drumcairn Farm, Abernethy, Perth PH2",4 beds,,
Countrywide Scotland - Airdrie,"£55,000","Burniebrae, Airdrie, North Lanarkshire ML6",2 beds,1 bath,1 reception
Slater Hogg & Howison - Ayr Sales,"£145,000","Morton Road, Ayr, South Ayrshire, Scotland KA7",3 beds,,
Coulters Stockbridge,"£550,000","16 Lanark Road West, Currie, Edinburgh EH14",5 beds,2 baths,3 receptions
Yopa,"£250,000","Achareidh Steading, Wyvis Drive, Nairn IV12",5 beds,2 baths,1 reception
"Purplebricks, Head Office","£125,000","Mellerstain Drive, Glasgow G14",2 beds,1 bath,1 reception
Igloo,"£94,995","Clyde Street, Carluke ML8",2 beds,2 baths,1 reception
Thorntons Law LLP - Anstruther,"£130,000","James Street, Pittenweem, Anstruther KY10",1 bed,1 bath,1 reception
Find My Buyer Ltd,"£179,000","17 Mount Road, Montrose DD10",3 beds,2 baths,2 receptions
Stonefield Estate Agents,"£360,000","Bruce Crescent, Ayr KA7",4 beds,3 baths,3 receptions
Your Move - Kirkcaldy,"£74,995","High Street, Dysart, Kirkcaldy, Fife KY1",2 beds,,
Thorntons Law LLP - St. Andrews,"£500,000","Lade Braes, St. Andrews KY16",3 beds,1 bath,1 reception
Thorntons Law LLP - Cupar,"£420,000","4 Forman Road, Leven, Fife KY8",6 beds,2 baths,1 reception
Hastings and Co - Borders Property and Legal,"£120,000","24 West High Street, Greenlaw, Duns TD10",2 beds,1 bath,1 reception
"Clyde Property, Shawlands","£170,000","Kenmure Street, Flat 1/2, Pollokshields, Glasgow G41",2 beds,1 bath,1 reception
Murray & Currie,"£285,000","56 Belford Road, Dean Village, Edinburgh EH4",2 beds,1 bath,1 reception
Yopa,"£650,000","Camphill Road, Broughty Ferry, Dundee DD5",5 beds,3 baths,3 receptions
Ralph Hendrie Legal,"£170,000","30 Broombank Terrace, Corstorphine, Edinburgh EH12",2 beds,1 bath,1 reception
Countrywide Scotland - Hamilton Sales,"£450,000","Crossbow Gardens, Blantyre, Glasgow, South Lanarkshire G72",4 beds,4 baths,1 reception
Alexander Taylor Estate Agents,"£74,995","King Street, Falkirk FK2",3 beds,,1 reception
Warners,"£250,000","70/2 St Leonards Street, Newington, Edinburgh EH8",2 beds,1 bath,1 reception
Neill Clerk Estate Agents,"£66,000","Roxburgh Street, Greenock PA15",2 beds,1 bath,1 reception
"Allen & Harris - Clarkston, Glasgow","£344,995","Redwood Crescent, East Kilbride, Glasgow G74",4 beds,2 baths,2 receptions
Savills - Edinburgh Town,"£1,395,000","43 Inverleith Row, Inverleith, Edinburgh EH3",4 beds,3 baths,3 receptions
Yieldit,"£44,950","Central House, 50-58 Jamaica Street, Glasgow G1",,1 bath,1 reception
Remax,"£48,000","Park Avenue, Dundee DD4",1 bed,1 bath,1 reception
Unicornhomes.co.uk,"£115,000","Silverbanks Court, Cambuslang G72",2 beds,2 baths,1 reception
Blackadders,"£460,000","9 Cammo Hill, Edinburgh EH4",4 beds,1 bath,3 receptions
Remax,"£295,000","Carbet Castle, Camphill Road, Broughty Ferry DD5",3 beds,2 baths,1 reception
McEwan Fraser Legal,"£250,000","Brisbane Street, Largs KA30",2 beds,2 baths,
Your Move - Falkirk,"£85,000","Balloch View, Cumbernauld, Glasgow, North Lanarkshire G67",2 beds,1 bath,1 reception
McEwan Fraser Legal,"£250,000","Brisbane Street, Largs KA30",2 beds,2 baths,
McEwan Fraser Legal,"£260,000","Brisbane Street, Largs, North Ayrshire KA30",2 beds,2 baths,
"Purplebricks, Head Office","£227,500","Helve Place, Coatbridge ML5",3 beds,1 bath,
McEwan Fraser Legal,"£460,000","Lyoncross Dennyloanhead, Bonnybridge FK4",5 beds,4 baths,2 receptions
Slater Hogg & Howison - Greenock Sales,"£105,000","Ashburn Gardens, Gourock, Inverclyde PA19",2 beds,1 bath,1 reception
McEwan Fraser Legal,"£260,000","Brisbane Street, Largs KA30",2 beds,2 baths,
Deans Solicitors and Estate Agents LLP,"£130,000","36/1 Sleigh Drive, Craigentinny EH7",2 beds,,
Barratt Homes - Findrassie,"£190,995","""Coull"" at Lossiemouth Road, Elgin IV30",3 beds,1 bath,2 receptions
Barratt Homes - Findrassie,"£195,995","""Coull"" at Lossiemouth Road, Elgin IV30",3 beds,1 bath,2 receptions
Clydebank Estate and Letting Agents,"£69,995","Keal Avenue, Knightswood, Glasgow G15",2 beds,1 bath,1 reception
Barratt Homes - Gilmerton Heights,"£323,995","""Fenton"" at Gilmerton Station Road, Edinburgh EH17",4 beds,2 baths,2 receptions
Moving Estate Agents,"£165,000","2/2, 22 Hotspur Street, Glasgow G20",2 beds,1 bath,1 reception
Property Matters Ltd,"£30,000","West Netherton Street, Kilmarnock KA1",1 bed,1 bath,
Walker & Sharpe,"£110,000","Montague Street, Dumfries DG1",2 beds,,
"Clyde Property, Helensburgh",POA,"Dalandhui Lane, Garelochhead, Argyll And Bute G84",4 beds,4 baths,2 receptions
Pattinson - Auctions,"£85,000","Silverhillocks, Gamrie, Banff AB45",3 beds,,1 reception
DJ Alexander,"£220,000","13 (Pf1) Sciennes Road, Edinburgh, Edinburgh EH9",1 bed,1 bath,1 reception
MSM,"£107,000","3/2 52 Clarendon Place, St Georges Cross, Glasgow G20",1 bed,1 bath,1 reception
Future Property Auctions,"£16,000","Land At Kinnessburn Road, St Andrews KY168Ja KY16",,,
Yopa,"£200,000","Meadowside Quay Walk, Glasgow G11",2 beds,2 baths,1 reception
Igloo,"£94,995","Marjory Court, Bathgate EH48",2 beds,2 baths,1 reception
Clancys Solicitors,"£145,000","Ingram Street, Glasgow G1",1 bed,1 bath,1 reception
Lawrie Estate Agents,"£435,000","Mayfield, Cupar KY15",3 beds,2 baths,2 receptions
Gillespie Property,"£94,995","6 Wellside Place, Falkirk FK1",1 bed,1 bath,1 reception
JD Clark and Allan Ltd,"£130,000","Glebe Park, Duns TD11",2 beds,1 bath,2 receptions
Murray Little & Knox,"£155,000","Main Street, Kirkpatrick Fleming DG11",3 beds,1 bath,1 reception
FLS Property Sales,"£50,000","Leven Road, Windygates, Leven KY8",2 beds,1 bath,1 reception
Yopa,"£120,000","The Acres, Kippen, Stirling FK8",2 beds,,
Strutt & Parker - Perth,"£765,000","Crieff Road, Aberfeldy PH15",5 beds,4 baths,2 receptions
Slater Hogg & Howison - Falkirk Sales,"£105,000","High Station Court, Falkirk FK1",2 beds,2 baths,1 reception
"Doorsteps.co.uk, National","£267,000","Brodick Gardens, Dunfermline KY11",4 beds,3 baths,3 receptions
Gilson Gray LLP,"£250,000","100 Bankton Park West, Livingston EH54",3 beds,2 baths,2 receptions
Gillespie Gifford and Brown,"£135,000","Luce Bay, 112 Cotton Street, Castle Douglas DG7",4 beds,1 bath,1 reception
Thorntons Law LLP - Cupar,"£185,000","Edenbank Road, Cupar, Fife KY15",3 beds,1 bath,2 receptions
Morgans,"£120,000","66 Appin Crescent, Dunfermline KY12",2 beds,1 bath,1 reception
ELP Arbuthnott McClanachan,"£220,000","2/1 Constitution Place, The Shore, Edinburgh EH6",2 beds,2 baths,1 reception
Barratt Homes - Gilmerton Heights,"£323,995","""Fenton"" at Gilmerton Station Road, Edinburgh EH17",4 beds,2 baths,2 receptions
Express Estate Agency,"£145,000","Ashwood Mews, Bridge Of Don, Aberdeen AB22",2 beds,,
Cairn Estate and Letting Agency,"£285,000","Lynedoch Place, Park District, Glasgow G3",2 beds,2 baths,1 reception
Aberdein Considine,"£269,950","Preston Watson Street, Errol, Perth PH2",4 beds,2 baths,3 receptions
Keys Estate Agents,"£154,950","Firpark Close, Dennistoun G31",2 beds,,
Warners,"£250,000","150/6 Lower Granton Road, Trinity, Edinburgh EH5",2 beds,3 baths,1 reception
McEwan Fraser Legal,"£118,000","Grosvenor Park, Mundole, Forres IV36",2 beds,,
Cathedral City Estates,"£164,000","Bracklinn Road, Callander FK17",3 beds,1 bath,1 reception
Miller Homes - South Gilmerton Brae,"£374,995","""Mitford Linked Det"" at Gilmerton Station Road, Edinburgh EH17",4 beds,2 baths,3 receptions
Greig Residential,"£59,995","Boyd Court, Kilmarnock KA3",2 beds,1 bath,1 reception
Miller Homes - Highbrae at Lang Loan,"£493,995","""Rossie"" at Bullfinch Way, Edinburgh EH17",5 beds,3 baths,2 receptions
NEST Estate Agents,"£174,995","Gray Buchanan Court, Polmont FK2",2 beds,2 baths,1 reception
Miller Homes - The Grange,"£361,995","""Fletcher"" at Murieston Road, Murieston, Livingston EH54",4 beds,3 baths,2 receptions
"Purplebricks, Head Office","£265,000","62 Dalry Road, Edinburgh EH11",2 beds,1 bath,1 reception
McEwan Fraser Legal,"£75,000","Bowmanflat, Larkhall, South Lanarkshire ML9",1 bed,1 bath,1 reception
David Wilson Homes - DWH @ Heritage Grange,"£445,995","""Dalmally"" at Frogston Road East, Edinburgh EH17",4 beds,2 baths,2 receptions
David Wilson Homes - Cammo Meadows,"£679,995","""Brechin"" at Maybury Road, Barnton, Edinburgh EH4",4 beds,2 baths,2 receptions
David Wilson Homes - DWH @ Heritage Grange,"£470,995","""Falkland"" at Frogston Road East, Edinburgh EH17",4 beds,3 baths,2 receptions
David Wilson Homes - DWH @ Heritage Grange,"£445,995","""Dalmally"" at Frogston Road East, Edinburgh EH17",4 beds,2 baths,2 receptions
Barratt Homes - Pentland View,"£353,995","""Dunbar"" at Castlelaw Crescent, Bilston, Roslin EH25",4 beds,2 baths,2 receptions
Barratt Homes - Lime Grove,"£252,995","""Coull"" at Eliza Wigham Bow, Edinburgh EH17",3 beds,1 bath,2 receptions
Barratt Homes - Lime Grove,"£257,995","""Coull"" at Eliza Wigham Bow, Edinburgh EH17",3 beds,1 bath,2 receptions
Barratt Homes - Lairds Brae,"£214,995","""Craigend"" at Glasgow Road, Kilmarnock KA3",3 beds,2 baths,2 receptions
Barratt Homes - Thornton View,"£369,995","""Cullen"" at Ayton Park South, East Kilbride, Glasgow G74",4 beds,2 baths,2 receptions
EVE Property,"£89,995","Battlefield Avenue, Battlefield, Glasgow G42",1 bed,1 bath,1 reception
Barratt Homes - Pentland View,"£390,995","""Cullen"" at Castlelaw Crescent, Bilston, Roslin EH25",4 beds,2 baths,2 receptions
Glow Homes Letting & Sales,"£55,000","Alderston Avenue, Ayr KA8",1 bed,1 bath,
McCarthy Stone - RESALES,"£250,000","Conachar Court, Isla Road, Perth PH2",2 beds,2 baths,1 reception
McIntyre & Company,"£345,000","Inverroy, Roy Bridge, Spean Bridge PH31",4 beds,1 bath,2 receptions
Stewart & Watson,"£75,000","Strait Path, Gardenstown AB45",3 beds,1 bath,1 reception
Grieve Grierson Moodie & Walker,"£105,000","61 The Granary, Glebe Street, Dumfries DG1",1 bed,1 bath,1 reception
MacPhee & Partners LLP,"£460,000","Acharacle, Argyll PH36",5 beds,5 baths,
Rollos Law LLP,"£395,000","Bancroft, Mid Bonvil, Cupar, Fife KY15",4 beds,2 baths,4 receptions
On The Move,"£73,000","Earlston Crescent, Coatbridge ML5",2 beds,1 bath,1 reception
"Purplebricks, Head Office","£62,000","13 Muirhead Street, Glasgow G66",1 bed,1 bath,1 reception
Igloo,"£139,995","Owen Park, East Kilbride, Glasgow G75",3 beds,1 bath,1 reception
"Springbok Properties, Nationwide","£135,000","Springhill Road, Northfield, Aberdeen, Aberdeenshire AB16",2 beds,1 bath,1 reception
Your Move - Elgin,"£280,000","Fogwatt Crescent, Elgin, Moray IV30",4 beds,4 baths,1 reception
Residence Estate Agents,"£525,000","Hall Road, Nemphlar, Lanark ML11",5 beds,2 baths,3 receptions
"Springbok Properties, Nationwide","£170,000","Macaulay Drive, Craigbuckler, Aberdeen, Aberdeenshire AB15",2 beds,1 bath,1 reception
Joyce Heeps Homes LTD,"£255,000","Jamieson Drive, Calderwood, East Kilbride G74",4 beds,2 baths,2 receptions
Grampian Property Centre,"£120,000","High Street, Forres IV36",,,
Arran Estate Agents,"£280,000","Corrie, Isle Of Arran KA27",4 beds,1 bath,1 reception
Gilson Gray LLP,"£515,000","22 Allan Park Gardens, Craiglockhart, Edinburgh EH14",3 beds,1 bath,2 receptions
Green Door Property Auctions,"£85,000","Sandbed, Hawick TD9",3 beds,1 bath,2 receptions
Hastings and Co - Borders Property and Legal,"£70,000","Newtown Street, Duns TD11",2 beds,1 bath,1 reception
Scottish Property Centre Hamilton,"£70,000","Carmyle, Glasgow G32",,1 bath,
Fineholm,"£205,000","St Leonards Street, Edinburgh EH8",2 beds,1 bath,1 reception
Quicksale Property Auctions,"£375,000","Carnwath Avenue, Glasgow G43",5 beds,,
Anderson Shaw & Gilbert,"£285,000","Knockchoille, Kinerras, By Kiltarlity IV4",4 beds,2 baths,2 receptions
Scottish Property Centre,"£105,000","Pollokshaws Road, Shawlands G41",1 bed,1 bath,1 reception
Residence,"£84,995","Galloway Avenue, Wishaw ML2",,,
Munro Neil & Osborne,"£269,000","Margaret's Place, Larkhall ML9",5 beds,2 baths,2 receptions
Countrywide Scotland - Airdrie,"£135,000","Millgate Crescent, Caldercruix, Airdrie, North Lanarkshire ML6",3 beds,2 baths,1 reception
Your Move - Falkirk,"£117,000","Thorndale Gardens, Bonnybridge, Stirlingshire FK4",2 beds,,
Harper Macleod,"£400,000","King Harald Street, Lerwick ZE1",,,1 reception
Savills - Edinburgh Town,"£250,000","Grange Loan, Grange, Edinburgh EH9",2 beds,1 bath,1 reception
Beveridge Philp and Ross,"£260,000","Timber Bush, Edinburgh EH6",3 beds,2 baths,1 reception
Lawrie Estate Agents,"£85,000","Lada Cottage, Den Of Lindores KY14",1 bed,1 bath,1 reception
Your Move - Livingston,"£179,000","South Village, Pumpherston, Livingston, West Lothian EH53",3 beds,1 bath,1 reception
Clydebank Estate and Letting Agents,"£74,995","Second Avenue, Clydebank G81",2 beds,1 bath,1 reception
Thorntons Law LLP - St. Andrews,"£115,394","Abbey Park Avenue, St Andrews, Fife KY16",1 bed,1 bath,1 reception
Stonefield Estate Agents,"£45,000","Ross Street, Ayr KA8",2 beds,1 bath,1 reception
Brian Harkins Estate Agents,"£45,000","Highholm Street, Port Glasgow PA14",3 beds,1 bath,1 reception
RE/MAX Property Marketing Centre,"£170,000","Strathord Street, Glasgow G32",3 beds,1 bath,1 reception
Slater Hogg & Howison - Paisley Sales,"£190,000","Thornly Park Avenue, Paisley PA2",3 beds,2 baths,1 reception
Joyce Heeps Homes LTD,"£110,000","Elphinstone Crescent, The Murray, East Kilbride G75",3 beds,1 bath,1 reception
Next Home Estate Agents,"£375,000","Clunymore Drive, Rosemount, Blairgowrie PH10",3 beds,1 bath,1 reception
Morgans,"£200,000","20 Pentland Rise, Dalgety Bay, Dunfermline KY11",3 beds,1 bath,1 reception
Neilsons Solicitors & Estate Agents,"£360,000","6 North Bughtlin Neuk, Edinburgh EH12",4 beds,1 bath,3 receptions
Jas Campbell & Co,"£250,000","Park Cottage, Lamlash, Isle Of Arran KA27",2 beds,2 baths,2 receptions
Boyd Property,"£325,000","18 (1F3), Sciennes Road, Edinburgh EH9",4 beds,1 bath,1 reception
Neilsons Solicitors & Estate Agents,"£145,000","38 Moubray Grove, South Queensferry EH30",2 beds,1 bath,1 reception
Your Move - Edinburgh,"£155,000","Bonnyhaugh Lane, Edinburgh, Midlothian EH6",1 bed,1 bath,1 reception
"Allen & Harris - Clarkston, Glasgow","£210,000","Orchard Park Avenue, Thornliebank, Glasgow G46",2 beds,1 bath,2 receptions
"Purplebricks, Head Office","£60,000","Lamond Place, Aberdeen AB25",1 bed,1 bath,1 reception
Warners,"£175,000","6 Cloverfoot Cottages, Edinburgh EH16",3 beds,1 bath,2 receptions
Northwood - Aberdeen,"£57,000","George Street, The City Centre, Aberdeen AB25",1 bed,1 bath,1 reception
Aberdein Considine,"£130,000","B/1, Carnarvon Street, Glasgow G3",2 beds,1 bath,1 reception
Express Estate Agency,"£165,000","Craigie Street, Aberdeen AB25",3 beds,,
Yopa,"£275,000","Abercorn Drive, Hamilton ML3",3 beds,2 baths,3 receptions
National Property,"£50,000","Bloomfield Road, Aberdeen AB10",1 bed,1 bath,1 reception
Savills - Glasgow RDS,"£246,000","Plot 26 - Woodlea, Darnley, Glasgow G53",3 beds,3 baths,
Murray Snell,"£260,000","South Gray Street, Edinburgh EH9",2 beds,1 bath,1 reception
The Online Property Agency,"£225,000","Girnigoe Street, Wick KW1",,,
Yopa,"£100,000","Craigard Road, Dundee DD2",2 beds,1 bath,1 reception
Future Property Auctions,"£405,000","385, Sauchiehall Street, Flat 1-2, Glasgow City Centre G23Hu G2",4 beds,,
Galloway and Ayrshire Properties Ltd,"£140,000","Harbour Road, Wigtown DG8",2 beds,2 baths,2 receptions
"Purplebricks, Head Office","£270,000","Ardallie, Peterhead AB42",4 beds,1 bath,2 receptions
Miller Homes - Sycamore Dell,"£324,995","""Fletcher"" at North Road, Liff, Dundee DD2",4 beds,3 baths,2 receptions
DJ Alexander,"£230,000","18 3F1 Spittal Street, Edinburgh EH3",1 bed,1 bath,1 reception
Your Move - Kirkcaldy,"£64,995","Ramsay Road, Kirkcaldy, Fife KY1",2 beds,1 bath,1 reception
Somerville and Russell,"£155,000","25 Fauldburn, East Craigs EH12",1 bed,,
Property Bureau,"£310,000","10, 2 Canniesburn Drive, Bearsden G61",2 beds,2 baths,1 reception
Remax Property,"£660,000","Hartwood Road, West Calder EH55",4 beds,2 baths,4 receptions
Gillespie Gifford and Brown,"£250,000","2 Trinity Lane, Castle Douglas DG7",4 beds,2 baths,2 receptions
Warners,"£220,000","22 Drum Brae Grove, Clermiston, Edinburgh EH4",2 beds,1 bath,1 reception
Simple Approach Estate Agents,"£350,000","Pitcullen Crescent, Perth PH2",7 beds,2 baths,1 reception
Middleton Ross,"£195,000","Pitglassie, Dingwall IV15",3 beds,1 bath,1 reception
Aberdein Considine,"£310,000","Burnside, Kincaldrum Park, Kincaldrum, Forfar DD8",4 beds,3 baths,1 reception
Scottish Property Centre,"£75,000","Shore Road, Dunoon PA23",1 bed,1 bath,1 reception
Brian Harkins Estate Agents,"£89,000","Newton Street, Greenock PA16",2 beds,1 bath,1 reception
O'Malley Property,"£124,995","Ravenswood Rise, Livingston EH54",2 beds,1 bath,1 reception
Arran Estate Agents,"£95,000","Plot 5, Golf Course Road, Whiting Bay KA27",,,
Savills - Edinburgh Country Houses,"£645,000","The Red Barn, North Colzie, Auchtermuchty, Cupar KY14",6 beds,4 baths,5 receptions
Robert F Duff & Co,"£60,000","Craig-En-Ros Road, Millport, Isle Of Cumbrae KA28",,,
"Springbok Properties, Nationwide","£130,000","Forrestal Street, Edzell Woods, Brechin, Kincardineshire DD9",3 beds,1 bath,1 reception
Re/Max Property Marketing Centre (ABERDEEN LTD),"£685,000","Malcolm Forbes Court, Pitsligo Street, Rosehearty, Fraserburgh AB43",6 beds,5 baths,5 receptions
Coulters Stockbridge,"£230,000","3/5 West Powburn, Newington, Edinburgh EH9",2 beds,1 bath,1 reception
"Purplebricks, Head Office","£280,000","Keswick Place, Dumfries DG1",5 beds,1 bath,1 reception
Keller Williams,"£350,000","Cramond Avenue, Edinburgh EH4",4 beds,1 bath,2 receptions
Your Move - Dalkeith,"£250,000","Neatoune Court, Danderhall, Dalkeith, Midlothian EH22",3 beds,3 baths,1 reception
Pacitti Jones,"£500,000","13 &amp; 13A, Causewayhead Road, Stirling FK9",10 beds,6 baths,2 receptions
Countrywide Scotland - Shawlands Sales,"£120,000","Pollokshaws Road, Glasgow, Lanarkshire G41",1 bed,1 bath,1 reception
Countrywide Scotland - Glasgow West End Sales,"£110,000","Shakespeare Street, Glasgow, Lanarkshire G20",1 bed,1 bath,1 reception
Countrywide Scotland - Glasgow Sales,"£140,000","Albion Street, Merchant City, Glasgow G1",1 bed,1 bath,1 reception
Sold.co.uk,"£85,000","School Drive, Aberdeen AB24",2 beds,1 bath,1 reception
Keller Williams Evolve,"£85,000","Valleyfield, East Kilbride G75",2 beds,1 bath,
Robb Residential,"£695,000","Kiltyrie Steading And Cottage, Killin, Perthshire FK21",6 beds,6 baths,3 receptions
Property Trader,"£44,000","Stevenson Street, Glasgow G40",1 bed,,
Re/Max Property Marketing Centre (ABERDEEN LTD),"£190,000","Concraig Walk, Kingswells, Aberdeen AB15",3 beds,1 bath,1 reception
McIntyre & Company,"£142,000","Loch Nevis Crescent, Mallaig PH41",3 beds,,1 reception
Persimmon Homes - Sycamore Park,"£274,995","""The Kearn"" at Waukglen Avenue, Glasgow G53",3 beds,,2 receptions
Property Trader,"£250,000","Cramond Glebe Terrace, Edinburgh EH4",1 bed,,
Future Property Auctions,"£145,000","Newtonhill Farmhouse, Newtonhill, Stonehaven, Kincardineshire AB393Nn AB39",4 beds,,
T Duncan & Co,"£140,000","Wellington Park, Montrose DD10",2 beds,1 bath,1 reception
J & G Wilson,"£215,000","10, Crighton Place, Leith Walk, Edinburgh EH7",2 beds,1 bath,1 reception
DJ Alexander,"£1,050,000","31/29 Simpson Loan, Edinburgh EH3",3 beds,3 baths,2 receptions
Yieldit,"£70,000","Millford Drive, Linwood, Paisley, Renfrewshire PA3",3 beds,1 bath,1 reception
Future Property Auctions,"£6,000","Land At Carnegie Avenue, Dunfermline KY118Pj KY11",,,
RE/MAX Property Marketing Centre,"£275,000","Priory Road, Linlithgow EH49",3 beds,1 bath,1 reception
Future Property Auctions,"£360,000","385, Sauchiehall Street, Flat 1-1, Glasgow City Centre G23Hu G2",3 beds,,
Harper Macleod,"£240,000","Helendale Drive, Lerwick ZE1",5 beds,2 baths,2 receptions
Countrywide Scotland - Airdrie,"£50,000","Rochsoles Drive, Airdrie, North Lanarkshire ML6",2 beds,,
Anderson Shaw & Gilbert,"£190,000","3, Inverlochy Crescent, Inverness IV2",2 beds,2 baths,1 reception
Hannah Homes,"£98,500","Victoria Terrace, Tain IV19",2 beds,1 bath,1 reception
Anderson Shaw & Gilbert,"£300,000","Tidal Cottage, Ardvasar, Isle Of Skye IV45",3 beds,2 baths,1 reception
DJ Alexander,"£450,000","10B Mayfield Terrace, Edinburgh EH9",3 beds,1 bath,1 reception
Slater Hogg & Howison - Candleriggs Sales,"£115,000","Moir Street, Gallowgate, Glasgow, Lanarkshire G1",2 beds,2 baths,1 reception
Abode Estate Agency,"£54,999","Burniebrae, Whinhall, Airdrie ML6",2 beds,1 bath,1 reception
Remax,"£195,000","Ashludie Hospital Drive, Monifieth, Dundee DD5",2 beds,1 bath,2 receptions
Aitchisons Property Centre,"£140,000","Hinkar Way, Eyemouth, Berwickshire TD14",3 beds,1 bath,1 reception
Simple Approach Estate Agents,"£182,000","Glasgow Road, Perth PH2",2 beds,1 bath,1 reception
"Purplebricks, Head Office","£105,000","Balmore Road, Greenock PA15",3 beds,1 bath,1 reception
"Clyde Property, Shawlands","£325,000","Rawcliffe Gardens, Flat 2/1, Langside, Glasgow G41",3 beds,2 baths,1 reception
Yopa,"£65,000","Braeface Road, Cumbernauld, Glasgow G67",2 beds,1 bath,1 reception
Warners,"£175,000","35 Malleny Avenue, Balerno, Edinburgh EH14",2 beds,1 bath,1 reception
Countrywide Scotland - Shawlands Sales,"£95,000","Cartside Street, Glasgow, Lanarkshire G42",1 bed,1 bath,1 reception
"Springbok Properties, Nationwide","£75,000","Flat 3/2 Earl Street, Earl Street, Glasgow, Glasgow G14",1 bed,1 bath,1 reception
Pacitti Jones,"£105,000","Flat 2/2 37, Whitehaugh Road, Glasgow G53",2 beds,1 bath,1 reception
Future Property Auctions,"£24,000","1 Acre Site At Armour Place, Tillicoultry FK136Rr FK13",,,
Savills - Edinburgh Town,"£625,000","India Street, Edinburgh EH3",2 beds,1 bath,2 receptions
Moving Estate Agents,"£165,000","21 Lyle Square, Milngavie, Glasgow G62",3 beds,1 bath,1 reception
Aberdein Considine,"£299,000","Coxpow Farm, Hilton Terrace, Fallin FK7",4 beds,2 baths,5 receptions
Slater Hogg & Howison - Glasgow West End Sales,"£125,000","Netherton Avenue, Anniesland, Glasgow, Lanarkshire G13",2 beds,2 baths,1 reception
Town & Country Estate Agents,"£95,000","Baldwin Avenue, Knightswood G13",2 beds,,
Town & Country Estate Agents,"£179,999","Briarcroft Drive, Robroyston, Glasgow G33",3 beds,,
"Purplebricks, Head Office","£175,000","Annfield Gardens, Stirling FK8",3 beds,2 baths,1 reception
Yopa,"£50,000","Chapel Place, Montrose DD10",1 bed,1 bath,1 reception
Mov8 Real Estate,"£210,000","Kimmerghame Place, Fettes, Edinburgh EH4",1 bed,1 bath,1 reception
Falkirk Homes Estate Agency,"£62,995","Maryfield Place Lime Road, Falkirk FK1",2 beds,1 bath,1 reception
Cala Homes - Prince's Quay,"£269,995","""Rollox"" at Maclean Square, Govan, Glasgow G51",2 beds,,
Cala Homes - Belwood Oaks,"£535,000","""Elliot"" at Willow Park Drive, Penicuik EH26",4 beds,,
Yopa,"£125,000","South Scotstoun, South Queensferry EH30",1 bed,1 bath,1 reception
Cala Homes - Prince's Quay,"£289,995","""Stirling"" at Maclean Square, Govan, Glasgow G51",3 beds,,
Yopa,"£325,000","Telford Gardens, Dingwall IV15",5 beds,3 baths,2 receptions
"Purplebricks, Head Office","£40,000","St. Germain Street, Mauchline KA5",1 bed,1 bath,1 reception
James Agent,"£145,000","Knoll Park Place, Galashiels TD1",3 beds,1 bath,1 reception
Grigor & Young Solicitors and Estate Agents,"£220,000","Dornoch Links, Elgin IV30",2 beds,2 baths,1 reception
"Purplebricks, Head Office","£40,000","St. Germain Street, Mauchline KA5",1 bed,1 bath,1 reception
"Purplebricks, Head Office","£40,000","St. Germain Street, Mauchline KA5",1 bed,1 bath,1 reception
Scottish Property Centre,"£300,000","Marine Parade, Hunters Quay, Dunoon, Argyll And Bute PA23",5 beds,4 baths,2 receptions
"Purplebricks, Head Office","£280,000","1 Maybank Street, Glasgow G42",4 beds,1 bath,2 receptions
AB Property Consultants & Estate Agents G69,"£145,000","Brown Street, Glasgow City Centre G2",2 beds,1 bath,1 reception
Yopa,"£400,000","Glen Road, Wishaw ML2",6 beds,3 baths,2 receptions
Future Property Auctions,"£23,000","43, Ashmark Avenue, New Cumnock KA184EU KA18",2 beds,,
Yieldit,"£70,000","Millford Drive, Linwood, Paisley, Renfrewshire PA3",3 beds,1 bath,1 reception
Hodge Solicitors LLP,"£329,500","North Balloch, Alyth, Perthshire PH11",4 beds,3 baths,1 reception
Yopa,"£250,000","Riccartsbar Avenue, Paisley PA2",2 beds,1 bath,3 receptions
E2W Property,"£70,000","Cambrai House, Dingwall IV15",1 bed,1 bath,1 reception
Your Move - Montrose,"£230,000","Rowett South Street, Bucksburn, Aberdeen, Aberdeenshire AB21",3 beds,,
Slater Hogg & Howison - Burnside,"£95,000","Parkhill Drive, Rutherglen, Glasgow G73",1 bed,1 bath,1 reception
"Clyde Property, Shawlands","£69,995","Bridge Street, Flat 3/3, Tradeston, Glasgow G5",1 bed,1 bath,1 reception
Your Move - Montrose,"£225,000","Rowett South Avenue, Bucksburn, Aberdeen, Aberdeenshire AB21",3 beds,,
Knightbain Estate Agents Ltd,"£138,000","East Main Street, Broxburn EH52",3 beds,2 baths,1 reception
Wilsons Auctions,"£49,000","Main Street, Alexandria G83",1 bed,1 bath,1 reception
Yopa,"£70,000","Kilbirnie Terrace, Denny FK6",2 beds,1 bath,1 reception
Keller Williams Evolve,"£80,000","Torbrex Road, Cumbernauld, Glasgow G67",3 beds,2 baths,1 reception
Slater Hogg & Howison - Livingston,"£410,000","Eilston Loan, Kirkliston, Midlothian EH29",5 beds,4 baths,2 receptions
"Springbok Properties, Nationwide","£50,000","Little Nursery, Montrose, Dundee DD10",1 bed,1 bath,1 reception
Knightbain Estate Agents Ltd,"£360,000","Oxford Street, Newington, Edinburgh EH8",2 beds,1 bath,2 receptions
